1		0.102252262
0.999933966	0.103363367
0.99963831	0.104832012
0.998879842	0.106697635
0.997798434	0.108290332
0.996438458	0.109609986
0.995027287	0.11053289
0.993794038	0.111079526
0.991845951	0.111552559
0.990256753	0.111691938
0.988366168	0.111998771
0.986227803	0.112345818
0.983296764	0.112821511
0.97985834	0.113379551
0.976340922	0.113950411
0.972910271	0.11450719
0.969511972	0.115058717
0.965339518	0.115735887
0.960768328	0.116477769
0.955496251	0.117333402
0.950680376	0.118114996
0.946478501	0.11879694
0.941567974	0.119593895
0.93636662	0.12043805
0.931486449	0.121230079
0.926734793	0.12200125
0.922318495	0.122717994
0.917921018	0.123431683
0.913272784	0.12418607
0.909437652	0.124808493
0.905815935	0.125396281
0.901872063	0.126036352
0.898001883	0.126664464
0.894263652	0.127271161
0.889936372	0.127973458
0.886481317	0.128534197
0.882162661	0.129235094
0.877479311	0.12999518
0.873140447	0.130699357
0.869257392	0.131329558
0.865491398	0.131940761
0.861616517	0.132569636
0.856945409	0.133327734
0.851527113	0.134207098
0.846570207	0.13501158
0.842610956	0.135654148
0.837360091	0.136506338
0.831600435	0.137441103
0.825261167	0.138469936
0.819941236	0.139333335
0.814321467	0.140245397
0.809415731	0.141041575
0.801131835	0.142386011
0.791742056	0.143909928
0.781800197	0.145523444
0.77409674	0.146773679
0.765417868	0.148182218
0.757268014	0.149504901
0.748589141	0.15091344
0.733817472	0.153310812
0.721206676	0.155357484
0.705988979	0.157827244
0.68944239	0.160512676
0.67581632	0.162724122
0.652274472	0.166544852
0.627972459	0.170488953
0.604965078	0.174222941
0.588451473	0.176903021
0.570944274	0.179744356
0.55345656	0.182582528
0.535454301	0.185504209
0.51933971	0.188119531
0.502117849	0.190914557
0.48174273	0.194221341
0.465137832	0.196916237
0.44583832	0.200048456
0.427250761	0.203065128
0.412269987	0.205496436
0.397030787	0.207969686
0.382213449	0.21037447
0.364267091	0.213287078
0.345555967	0.216323804
0.324968467	0.219665057
0.299142524	0.223764192
0.279227518	0.226176245
0.258330905	0.227805793
0.244323199	0.228386144
0.220009604	0.228558773
0.193236136	0.228558773
0.164403171	0.228558773
0.135570207	0.228558773
0.098621052	0.228558773
0.069318748	0.228558773
0.040504815	0.228558773
0.013155998	0.228558773
-0.012710191	0.228418921
-0.038060604	0.22729913
-0.058225891	0.225590591
-0.082657032	0.22250224
-0.109941659	0.21762774
-0.128419099	0.213377755
-0.147341633	0.208121909
-0.176328227	0.197948579
-0.192418311	0.190914557
-0.213345851	0.179744356
-0.225497613	0.171818616
-0.238493509	0.161594776
-0.245128795	0.155357484
-0.251673097	0.148182218
-0.256167331	0.142386011
-0.262531763	0.132071468
-0.265825837	0.124808493
-0.268449866	0.116477769
-0.270001475	0.106697635
-0.270074197	0.098909043
-0.269229308	0.091727689
-0.266993145	0.082943095
-0.263757233	0.074898631
-0.261304768	0.070163842
-0.256167331	0.062118513
-0.251085297	0.055624465
-0.246469351	0.050520968
-0.240763937	0.044948605
-0.233972958	0.039098898
-0.22634657	0.033291137
-0.217970588	0.027626213
-0.211235876	0.023506928
-0.203950138	0.019415233
-0.196225652	0.015432958
-0.188560357	0.011796477
-0.177017133	0.006834331
-0.165353359	0.002365402
-0.154726332	-0.001289194
-0.14449668	-0.004470976
-0.133505878	-0.007555156
-0.126284387	-0.009406652
-0.115749325	-0.011874945
-0.104991233	-0.014126672
-0.09159473	-0.016573921
-0.073950751	-0.019230513
-0.058225891	-0.021086066
-0.04402884	-0.022365705
-0.027436419	-0.023401263
-0.010512602	-0.023958593
0.005683091	-0.024054249
0.022641615	-0.024054249
0.040504815	-0.024054249
0.060410486	-0.024054249
0.071984818	-0.024054249
0.091478429	-0.024054249
0.107113929	-0.024054249
0.129044242	-0.024054249
0.148334794	-0.024054249
0.167016172	-0.024054249
0.182245555	-0.024054249
0.201739166	-0.024054249
0.220009604	-0.024054249
0.238091599	-0.024008285
0.258330905	-0.023301269
0.279227518	-0.02167172
0.299142524	-0.019259667
0.321043304	-0.015797568
0.340217329	-0.012685715
0.360421637	-0.009406652
0.382213449	-0.005869945
0.405648264	-0.002066586
0.426753751	0.001358733
0.44583832	0.004456068
0.46838022	0.008114511
0.502117849	0.013589968
0.535454301	0.019000315
0.566073385	0.023969646
0.588451473	0.027601503
0.611049342	0.03126903
0.634136459	0.035015959
0.657605841	0.038824928
0.67581632	0.041780402
0.695337555	0.044948605
0.71799001	0.048624991
0.740575991	0.052290588
0.763954934	0.056084879
0.789710569	0.060264896
0.809415731	0.06346295
0.831600435	0.067063421
0.852787559	0.070501991
0.875296387	0.074155066
0.898001883	0.07784006
0.919734126	0.0813671
0.93636662	0.084066474
0.949542752	0.086204897
0.962141709	0.088249648
0.974224554	0.090210636
0.986227803	0.092158706
0.99492996	0.093920552
0.997202434	0.09556939
0.998879842	0.097806889
0.999672125	0.099793808
0.999960586	0.101393236
